symbol,entry_time,exit_time,entry_price,exit_price,pnl_r,pnl_usd,exit_reason,decile,aggression,candles_held,mae,mfe,risk_pct,entry_atr,equity_after,confirmations,vol_z
TONUSDT,2026-04-11T11:14:59.999000+00:00,2026-04-11T12:59:59.999000+00:00,1.38387672,1.3900147985714286,0.309,1051.94,vol_trail,1,60.0,21,0.0,1.6368,0.04,0.007135714285714293,86037.94,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",0.529869151124295
TONUSDT,2026-04-11T17:24:59.999000+00:00,2026-04-11T19:54:59.999000+00:00,1.4383876199999999,1.4883736942857144,2.5524,8784.18,vol_trail,1,62.0,30,0.0,3.7316,0.04,0.00772857142857145,94706.83,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",0.516961070594458
WLDUSDT,2026-04-13T01:14:59.999000+00:00,2026-04-13T01:44:59.999000+00:00,0.29515902,0.2978689857142857,0.6469,2450.52,vol_trail,9,84.7,6,0.0,1.13,0.04,0.001592857142857142,97030.99,"{""breakout"": true, ""imb"": false, ""vol"": true, ""body"": true, ""impulse"": true, ""momentum"": true}",4.68475657464691
APTUSDT,2026-04-13T12:49:59.999000+00:00,2026-04-13T13:49:59.999000+00:00,0.830166,0.8344545042857142,0.8364,3241.22,vol_trail,7,79.6,12,0.0,2.9282,0.04,0.0018714285714285714,99728.25,"{""breakout"": true, ""imb"": false, ""vol"": true, ""body"": true, ""impulse"": true, ""momentum"": true}",3.470566464486602
WLDUSDT,2026-04-13T11:44:59.999000+00:00,2026-04-13T14:24:59.999000+00:00,0.29765951999999996,0.3044962314285714,1.8949,7354.41,vol_trail,2,69.1,32,0.0,4.3273,0.04,0.0014142857142857052,106917.85,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",0.21233361756580832
ENAUSDT,2026-04-13T13:49:59.999000+00:00,2026-04-13T14:59:59.999000+00:00,0.09363872399999999,0.09426257228571429,0.3125,1207.09,vol_trail,9,84.9,14,-0.3923,0.8491,0.04,0.0007442857142857141,108124.94,"{""breakout"": false, ""imb"": false, ""vol"": true, ""body"": true, ""impulse"": true, ""momentum"": true}",3.5167061420365937
TONUSDT,2026-04-13T14:09:59.999000+00:00,2026-04-13T16:09:59.999000+00:00,1.43458686,1.418391265,-1.0774,-4297.76,stop_loss,2,69.6,24,-0.9024,0.7488,0.04,0.00625000000000001,103827.18,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",2.9014116156272367
ENAUSDT,2026-04-13T18:34:59.999000+00:00,2026-04-13T19:14:59.999000+00:00,0.094828962,0.09518060292857143,0.2192,910.28,vol_trail,8,81.9,8,0.0,1.1995,0.04,0.0005635714285714312,104611.67,"{""breakout"": false, ""imb"": false, ""vol"": true, ""body"": true, ""impulse"": true, ""momentum"": true}",3.0722233102678334
WLDUSDT,2026-04-13T21:24:59.999000+00:00,2026-04-13T22:19:59.999000+00:00,0.30186036,0.30481759571428574,0.987,4130.17,vol_trail,1,58.9,11,-0.315,2.1,0.04,0.0011428571428571438,108419.93,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",-0.6478756214046385
ENAUSDT,2026-04-13T22:14:59.999000+00:00,2026-04-13T22:19:59.999000+00:00,0.097789554,0.0983189037142857,0.3246,1355.54,vol_trail,9,84.5,1,0.0,0.9568,0.04,0.000597857142857146,109775.47,"{""breakout"": true, ""imb"": false, ""vol"": true, ""body"": true, ""impulse"": true, ""momentum"": true}",3.026191013497895
APTUSDT,2026-04-13T22:19:59.999000+00:00,2026-04-13T22:39:59.999000+00:00,0.8684736599999999,0.8702330614285715,0.1765,774.97,vol_trail,9,82.7,4,0.0,0.7355,0.04,0.003099999999999984,110329.02,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",2.1175947727023288
WLDUSDT,2026-04-14T02:04:59.999000+00:00,2026-04-14T02:19:59.999000+00:00,0.31346268,0.3154226171428572,0.5851,2582.15,vol_trail,3,72.2,3,0.0,1.3195,0.04,0.0012428571428571486,112710.82,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",0.6952278810730573
WLDUSDT,2026-04-14T07:09:59.999000+00:00,2026-04-14T08:34:59.999000+00:00,0.32366472,0.31914330142857145,-1.062,-4787.77,stop_loss,2,69.8,17,-0.9333,0.7057,0.04,0.001757142857142854,107773.57,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",2.057694096549407
ETHUSDT,2026-04-14T08:34:59.999000+00:00,2026-04-14T10:39:59.999000+00:00,2390.3879819999997,2377.795060142857,-1.1739,-5060.46,stop_loss,6,78.4,25,-1.1255,0.1641,0.04,4.655714285714274,102314.7,"{""breakout"": true, ""imb"": false, ""vol"": true, ""body"": true, ""impulse"": true, ""momentum"": true}",6.6571429620639595
1000PEPEUSDT,2026-04-16T02:09:59.999000+00:00,2026-04-16T02:29:59.999000+00:00,0.00379365858,0.0038178077142857142,0.5115,2093.19,vol_trail,2,68.6,4,0.0,2.2094,0.04,1.7542857142857135e-05,104248.59,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",1.6458114504116967
XLMUSDT,2026-04-16T02:29:59.999000+00:00,2026-04-16T03:34:59.999000+00:00,0.159021798,0.15954022842857143,0.5322,2219.09,vol_trail,7,79.6,13,0.0,2.097,0.04,0.0003357142857142864,105776.62,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",1.0878889566978263
PENDLEUSDT,2026-04-16T02:34:59.999000+00:00,2026-04-16T08:04:59.999000+00:00,1.1123224200000001,1.1571113885714284,4.0114,16670.11,vol_trail,1,66.4,66,0.0,5.3735,0.04,0.004414285714285672,122048.03,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",1.799118985721067
DOTUSDT,2026-04-16T04:09:59.999000+00:00,2026-04-16T08:34:59.999000+00:00,1.205241,1.2493929285714287,3.4872,14754.47,vol_trail,1,66.1,53,0.0,5.44,0.04,0.0050000000000000044,136802.5,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",2.4845865917544803
ENAUSDT,2026-04-16T03:24:59.999000+00:00,2026-04-16T08:39:59.999000+00:00,0.10141027799999999,0.10301939199999999,1.2138,5035.02,vol_trail,1,63.8,63,-0.0155,2.2524,0.04,0.0005149999999999986,141837.53,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",0.03024193997783979
ARBUSDT,2026-04-16T04:39:59.999000+00:00,2026-04-16T08:54:59.999000+00:00,0.11722344,0.11801924857142858,0.7171,3028.79,vol_trail,1,65.8,51,-0.3862,2.3172,0.04,0.00041428571428571626,144866.31,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",0.43413121211296535
ARBUSDT,2026-04-16T12:04:59.999000+00:00,2026-04-16T13:09:59.999000+00:00,0.12002399999999999,0.12154711428571428,1.0964,6335.42,vol_trail,8,81.8,13,-0.2987,2.5387,0.04,0.0005357142857142842,150306.84,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",2.3172090471899076
SOLUSDT,2026-04-16T13:09:59.999000+00:00,2026-04-16T13:19:59.999000+00:00,85.627122,85.82568857142857,0.3717,2234.5,vol_trail,5,75.8,2,0.0,1.1618,0.04,0.17214285714285488,151591.61,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",1.7980351790285023
PENDLEUSDT,2026-04-16T12:39:59.999000+00:00,2026-04-16T13:34:59.999000+00:00,1.1762352,1.1901690614285716,1.1083,6393.61,vol_trail,2,68.2,11,-0.1241,2.3988,0.04,0.0048357142857142765,157350.57,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",0.8624719105274897
ENAUSDT,2026-04-16T13:19:59.999000+00:00,2026-04-16T13:44:59.999000+00:00,0.105581112,0.10422129442857142,-1.0674,-6472.52,stop_loss,6,78.7,5,-0.7588,0.0,0.04,0.000527142857142858,150878.04,"{""breakout"": true, ""imb"": false, ""vol"": true, ""body"": true, ""impulse"": true, ""momentum"": true}",3.6078894898005722
ADAUSDT,2026-04-16T12:04:59.999000+00:00,2026-04-16T13:54:59.999000+00:00,0.24944988,0.24776115214285716,-1.1327,-6563.74,stop_loss,8,80.9,22,-1.0697,2.8944,0.04,0.0006357142857142851,144314.31,"{""breakout"": false, ""imb"": false, ""vol"": true, ""body"": true, ""impulse"": true, ""momentum"": true}",3.0193557751207423
DOTUSDT,2026-04-16T13:14:59.999000+00:00,2026-04-16T13:54:59.999000+00:00,1.2962592,1.2777086928571428,-1.0604,-6343.47,stop_loss,8,81.1,8,-0.998,0.3881,0.04,0.007214285714285744,137970.84,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",1.2323618081128678
1000PEPEUSDT,2026-04-16T13:09:59.999000+00:00,2026-04-16T13:54:59.999000+00:00,0.00387037392,0.0038209606550000004,-1.068,-6398.39,stop_loss,3,71.3,9,-2.6736,0.3718,0.04,1.9149999999999957e-05,131572.45,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",0.711100367176674
XRPUSDT,2026-04-16T13:29:59.999000+00:00,2026-04-16T13:54:59.999000+00:00,1.4287857000000002,1.4188590285714286,-1.1291,-6836.62,stop_loss,7,80.5,5,-2.9817,0.1817,0.04,0.003742857142857143,124735.83,"{""breakout"": true, ""imb"": false, ""vol"": true, ""body"": true, ""impulse"": true, ""momentum"": true}",3.406871444223238
XLMUSDT,2026-04-16T15:54:59.999000+00:00,2026-04-16T15:59:59.999000+00:00,0.16339267200000002,0.16377438142857143,0.1851,923.4,vol_trail,3,70.7,1,0.0,0.5768,0.04,0.0006657142857142874,125438.8,"{""breakout"": true, ""imb"": false, ""vol"": true, ""body"": true, ""impulse"": true, ""momentum"": true}",3.5302433648732237
BNBUSDT,2026-04-16T16:19:59.999000+00:00,2026-04-16T16:54:59.999000+00:00,628.295634,624.1772824285714,-1.1374,-5706.87,stop_loss,2,69.4,7,-0.7886,0.0,0.04,1.5471428571428467,119365.16,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",1.3997422652438112
SOLUSDT,2026-04-16T18:19:59.999000+00:00,2026-04-16T18:49:59.999000+00:00,87.537504,88.07166785714287,0.5409,2579.82,vol_trail,9,85.0,6,-0.3828,0.9406,0.04,0.36571428571428705,121486.27,"{""breakout"": true, ""imb"": false, ""vol"": true, ""body"": true, ""impulse"": true, ""momentum"": true}",4.291261828452485
ARBUSDT,2026-04-16T18:49:59.999000+00:00,2026-04-16T20:19:59.999000+00:00,0.12692538,0.13181291785714286,2.2532,10728.1,vol_trail,9,82.8,18,0.0,2.8467,0.04,0.0008571428571428589,132214.37,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",0.7131307206795178
PENDLEUSDT,2026-04-16T18:19:59.999000+00:00,2026-04-16T20:34:59.999000+00:00,1.2334466400000001,1.2748592628571427,1.9464,9293.13,vol_trail,1,53.8,27,0.0,3.2647,0.04,0.008392857142857138,141507.5,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",-0.290176568295612
ARBUSDT,2026-04-17T06:14:59.999000+00:00,2026-04-17T06:29:59.999000+00:00,0.130026,0.13063101142857142,0.3254,1841.93,vol_trail,9,83.3,3,0.0,0.9532,0.04,0.0006714285714285688,143152.12,"{""breakout"": true, ""imb"": false, ""vol"": true, ""body"": true, ""impulse"": true, ""momentum"": true}",4.098570639982759
PENDLEUSDT,2026-04-17T06:59:59.999000+00:00,2026-04-17T09:19:59.999000+00:00,1.27845564,1.3109163357142857,2.0121,11521.66,vol_trail,2,68.2,28,0.0,3.8007,0.04,0.00633571428571427,154042.35,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",0.31900630452284834
XLMUSDT,2026-04-17T08:34:59.999000+00:00,2026-04-17T10:29:59.999000+00:00,0.16751349599999998,0.1680206748571429,0.424,2424.32,vol_trail,2,69.0,23,-0.1179,2.0042,0.04,0.00040714285714285196,156184.77,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",1.2227592098283862
ETHUSDT,2026-04-17T09:34:59.999000+00:00,2026-04-17T12:29:59.999000+00:00,2354.340774,2354.8232268571423,-0.0249,-153.59,vol_trail,3,72.2,35,-0.697,0.2043,0.04,9.262857142857131,155830.87,"{""breakout"": false, ""imb"": false, ""vol"": true, ""body"": true, ""impulse"": true, ""momentum"": true}",4.806966821991891
PENDLEUSDT,2026-04-17T12:44:59.999000+00:00,2026-04-17T12:59:59.999000+00:00,1.36197234,1.3655839714285714,0.1158,721.5,vol_trail,3,72.5,3,0.0,0.8651,0.04,0.010357142857142843,156404.83,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",1.4139073637472668
SOLUSDT,2026-04-17T13:14:59.999000+00:00,2026-04-17T13:34:59.999000+00:00,89.777952,88.86008157142858,-1.0858,-6793.16,stop_loss,7,79.0,4,-0.4421,0.6688,0.04,0.3528571428571427,149325.15,"{""breakout"": true, ""imb"": false, ""vol"": false, ""body"": true, ""impulse"": true, ""momentum"": true}",2.9479672730380386
