trade_uuid,symbol,entry_time,decile,aggression,vol_z,cascade_strength,atr_pct,hour,ret_5d,liq_imb,breakout_distance_pct,imb_z,n_confirmations,conf_breakout,conf_imb,conf_vol,conf_body,conf_impulse,conf_momentum,pnl_r,exit_reason,bars_held,exit_r_full,exit_r_scale,scaled_at_b3
9c470886-b03e-43b8-aee5-dbdb20fe3f07,DOTUSDT,2026-02-26T15:44:59.999000+00:00,5,75.5,3.7346,1.6009,0.9908,15,18.4967,0.3083,-1.3982,0.9904,4,0,0,1,1,1,1,-1.0,stop_loss,5,-1.0,-0.25,False
e255d2e4-5327-4eb4-b832-c6cd950237be,ENAUSDT,2026-02-28T15:04:59.999000+00:00,1,56.0,1.2034,1.4981,0.771,15,5.7927,0.6829,-1.6032,2.0918,4,0,1,0,1,1,1,0.0151,vol_trail,29,0.0151,0.003775,False
7b00d1e1-f2b2-4c69-b78c-2c8227b59fd3,XLMUSDT,2026-02-28T15:24:59.999000+00:00,1,54.5,-0.2054,1.4277,0.4799,15,5.0198,0.8408,-1.2667,3.0169,4,0,1,0,1,1,1,0.0154,vol_trail,24,0.0154,0.00385,False
af1e2f17-c8f0-4c00-aaac-b89ee79bd044,1000LUNCUSDT,2026-02-28T18:49:59.999000+00:00,2,68.7,-0.2321,1.9206,0.5876,18,30.046,0.1461,0.0724,2.1819,4,1,1,0,0,1,1,1.2411,vol_trail,2,1.2411,0.310275,False
db4cab11-8677-4e7d-a4b3-25f97c3db217,FILUSDT,2026-02-28T18:54:59.999000+00:00,5,76.7,1.3628,1.0373,0.5811,18,12.9213,0.7178,0.6218,0.4786,4,1,0,0,1,1,1,0.4354,vol_trail,9,0.4354,0.10885,False
86ae7f4c-6cb9-4e5e-9de4-fc01a16f43e5,XRPUSDT,2026-02-28T19:34:59.999000+00:00,8,82.4,1.5371,1.1381,0.4523,19,1.7762,0.0488,0.2744,0.5618,4,1,0,0,1,1,1,0.9308,vol_trail,19,0.9308,0.2327,False
9ef33e86-5d7e-4c04-a2da-b5a9307f218a,ARBUSDT,2026-02-28T19:39:59.999000+00:00,5,76.6,2.063,0.9893,0.7912,19,6.4103,0.6008,1.1411,0.2958,4,1,0,0,1,1,1,0.0593,vol_trail,18,0.0593,0.014825,False
8b05874e-c84f-4684-8de6-2b113627d852,ARBUSDT,2026-03-02T14:44:59.999000+00:00,7,79.2,6.4303,0.2819,0.7129,14,1.0924,-0.6292,0.6763,-0.1089,5,1,0,1,1,1,1,0.9327,vol_trail,10,0.9327,0.233175,False
43e44efa-f00d-4f88-94d3-a212e34461c9,XRPUSDT,2026-03-02T14:44:59.999000+00:00,7,79.7,3.938,0.5448,0.4132,14,-3.0631,-0.1688,0.4635,0.3546,5,1,0,1,1,1,1,2.5539,vol_trail,30,2.5539,0.638475,False
07150e66-201a-40e5-8e6f-05bf3f2e9ce5,NEARUSDT,2026-03-02T15:09:59.999000+00:00,6,77.9,5.8405,2.2123,1.2592,15,15.6863,-0.6528,1.0753,1.0025,5,1,0,1,1,1,1,-1.0,stop_loss,6,-1.0,-0.25,False
6f599d00-e850-4ebc-9ce7-5a06c04697dc,XLMUSDT,2026-03-02T15:09:59.999000+00:00,2,69.4,4.1826,0.3453,0.6001,15,-4.3104,-0.3269,0.482,-0.2419,5,1,0,1,1,1,1,0.3017,vol_trail,25,0.3017,0.075425,False
8017ca4f-f5ca-4ac3-8a17-bbca1667c9c0,ENAUSDT,2026-03-02T15:14:59.999000+00:00,1,66.8,3.4927,0.587,0.8127,15,4.1171,-0.6601,0.1854,-0.5466,5,1,0,1,1,1,1,3.2,vol_trail,74,3.2,0.8,False
d1990007-158b-4c8e-a742-039292796e30,SOLUSDT,2026-03-03T16:09:59.999000+00:00,2,70.2,3.2998,1.1437,0.7003,16,1.2346,-0.5156,1.0185,1.4905,5,1,0,1,1,1,1,-1.0,stop_loss,7,-1.0,-0.25,False
cb794af6-0c32-43b0-8aeb-37c2d3baef8c,RENDERUSDT,2026-03-13T21:04:59.999000+00:00,5,76.0,-0.5272,1.059,0.4767,21,32.7165,-0.4599,0.1078,2.4187,5,1,1,0,1,1,1,-1.0,stop_loss,5,-1.0,-0.25,False
53123b27-63b3-4790-9eca-64f6e34c0064,TAOUSDT,2026-03-15T14:09:59.999000+00:00,8,82.2,4.9771,2.1257,0.7997,14,41.6667,-0.4907,-0.0447,0.1577,4,0,0,1,1,1,1,0.5419,vol_trail,26,0.5419,0.135475,False
86e22fd2-7e35-4914-a3c1-97961046cee8,FETUSDT,2026-03-15T21:34:59.999000+00:00,1,56.5,-0.7272,0.7707,0.6191,21,27.3493,-0.4256,-0.247,2.4346,4,0,1,0,1,1,1,-1.0,stop_loss,7,-1.0,-0.25,False
133ac17f-1546-4755-9b3c-ff706ebf4417,ZECUSDT,2026-03-16T17:04:59.999000+00:00,6,77.2,1.8933,1.5878,0.7115,17,30.1684,-0.6666,0.6876,0.4758,4,1,0,0,1,1,1,3.2739,vol_trail,16,3.2739,0.818475,False
b4065731-0b81-455f-83d6-6b760f8e27ec,NEARUSDT,2026-03-16T21:04:59.999000+00:00,7,80.7,2.0652,1.1121,0.4597,21,14.792,-0.2451,0.7509,0.377,4,1,0,0,1,1,1,0.64,vol_trail,45,0.64,0.16,False
9ff695cb-76b7-48e2-b7e8-8c10183143ee,TAOUSDT,2026-03-17T16:54:59.999000+00:00,1,56.9,-0.767,0.4137,0.5329,16,26.7457,0.0182,-1.3662,2.0168,4,0,1,0,1,1,1,1.251,vol_trail,20,1.251,0.31275,False
3aa5f6d7-0e28-4912-9621-70914ef454e7,ZECUSDT,2026-03-17T17:59:59.999000+00:00,6,77.4,4.0382,1.0426,0.6174,17,30.8283,-0.2492,0.2952,0.6495,4,1,0,1,0,1,1,0.2618,vol_trail,1,0.2618,0.06545,False
503bb701-7254-46d2-8858-c77ee64338c6,TAOUSDT,2026-03-20T21:34:59.999000+00:00,5,75.6,2.2098,2.164,0.8071,21,-4.6698,-0.1466,-1.6689,2.5605,4,0,1,0,1,1,1,0.016,vol_trail,19,0.016,0.004,False
5e1ca309-f554-4e3e-a9d6-15458486f02a,FETUSDT,2026-03-20T21:54:59.999000+00:00,5,76.3,1.9891,1.0941,0.6511,21,14.8601,-0.3281,0.6233,1.3179,4,1,0,0,1,1,1,0.1515,vol_trail,1,0.1515,0.037875,False
2eb178fe-d76c-48bf-9faa-78b3f56d82e3,TAOUSDT,2026-03-21T14:04:59.999000+00:00,9,83.9,3.1485,0.3876,0.4552,14,-4.2862,0.1655,0.633,0.8677,5,1,0,1,1,1,1,0.3868,vol_trail,7,0.3868,0.0967,False
c47ec9b9-7c89-4667-b3f0-bccfd3aa5360,TAOUSDT,2026-03-21T21:49:59.999000+00:00,1,59.3,-0.8909,0.3876,0.3923,21,-4.2862,0.1655,-0.29,2.0764,4,0,1,0,1,1,1,-1.0,stop_loss,22,-1.0,-0.25,False
1920928b-3154-4b91-a157-42462b62d0f9,TAOUSDT,2026-03-24T16:09:59.999000+00:00,1,63.3,0.756,1.2546,0.7233,16,18.9727,-0.2887,-0.5717,2.1864,4,0,1,0,1,1,1,2.9418,vol_trail,56,2.9418,0.73545,False
640d5afc-c014-4e2f-be4d-ca9f205b7295,APTUSDT,2026-03-24T19:39:59.999000+00:00,1,64.5,0.2991,1.7031,0.465,19,17.5509,0.132,0.2838,2.2269,5,1,1,0,1,1,1,3.3339,vol_trail,55,3.3339,0.833475,False
e4981750-111e-4b5e-92ed-2b68141ff739,TAOUSDT,2026-03-25T15:29:59.999000+00:00,2,68.7,0.411,1.4489,0.9289,15,28.5831,-0.2616,-1.1715,3.0214,4,0,1,0,1,1,1,-1.0,stop_loss,9,-1.0,-0.25,False
85a6950e-f022-4968-a60c-d7c5aaff6cc7,APTUSDT,2026-03-25T16:29:59.999000+00:00,6,78.6,4.1028,0.2377,0.3919,16,6.7865,0.2766,-0.1752,-0.0693,4,0,0,1,1,1,1,-1.0,stop_loss,8,-1.0,-0.25,False
a4ace4cb-5e3f-4404-80f3-7a914effb319,ENAUSDT,2026-03-28T14:54:59.999000+00:00,1,55.7,3.1906,0.3068,0.4872,14,-3.4152,0.7596,-1.8359,-2.8763,4,0,0,1,1,1,1,1.5548,vol_trail,24,1.5548,0.3887,False
b2416520-cdc7-48f7-9090-21922af1b4fc,CHZUSDT,2026-03-28T15:24:59.999000+00:00,1,62.0,3.2871,1.059,0.8822,15,12.2802,-0.3269,0.5257,0.2466,5,1,0,1,1,1,1,-1.0,stop_loss,24,-1.0,-0.25,False
07304f21-c1d4-4e2c-be81-b955f274350d,SOLUSDT,2026-04-01T16:29:59.999000+00:00,5,77.0,3.4227,0.4551,0.4194,16,-2.2763,0.4349,0.2616,0.2043,5,1,0,1,1,1,1,0.2618,vol_trail,2,0.2618,0.06545,False
09e607f5-b706-4ee0-aea1-7a7c8960094e,DOTUSDT,2026-04-02T14:39:59.999000+00:00,9,84.3,7.7785,1.2494,0.4614,14,-1.6706,0.9859,0.2459,0.2939,4,1,0,1,0,1,1,0.0633,vol_trail,5,0.0633,0.015825,False
b1801de2-4c34-44ed-9ce3-32d9c2fc66cf,NMRUSDT,2026-04-03T20:14:59.999000+00:00,1,61.1,-0.7475,1.0947,0.3124,20,14.4971,0.4855,-1.0713,2.03,4,0,1,0,1,1,1,0.0178,vol_trail,29,0.0178,0.00445,False
6deae320-7637-4e87-a61e-c743659fab0c,BNBUSDT,2026-04-04T16:29:59.999000+00:00,2,69.9,3.0254,0.1199,0.0892,16,-2.5926,-0.2403,0.0439,2.1278,5,1,1,1,1,0,1,-1.0,stop_loss,7,-1.0,-0.25,False
a53ca524-b0d7-481c-9bf7-2176dcd70802,NMRUSDT,2026-04-06T16:29:59.999000+00:00,1,59.4,-0.4126,0.2128,0.2804,16,11.9395,-0.5764,-1.3128,2.5598,4,0,1,0,1,1,1,0.8553,vol_trail,31,0.8553,0.213825,False
99db9f64-39a5-4938-a987-2512c6964afa,NMRUSDT,2026-04-07T15:29:59.999000+00:00,1,53.0,-0.4162,0.4337,1.0502,15,7.2922,-0.3528,-1.5478,2.1099,4,0,1,0,1,1,1,1.3187,vol_trail,19,1.3187,0.329675,False
3341078f-be18-4d07-9975-c74230c064a1,PENDLEUSDT,2026-04-07T15:29:59.999000+00:00,1,62.4,-0.3941,0.6433,0.3768,15,-0.4894,0.0609,-0.7367,2.2685,4,0,1,0,1,1,1,0.5354,vol_trail,26,0.5354,0.13385,False
39d3e295-8446-4447-9677-6f322a426357,WLDUSDT,2026-04-07T18:24:59.999000+00:00,7,79.1,3.0549,0.323,0.633,18,0.8962,-0.2187,0.3161,0.6329,4,1,0,1,0,1,1,-1.0,stop_loss,7,-1.0,-0.25,False
cbce0041-8f5b-4c87-9db9-3e9d6d6f0a72,PENDLEUSDT,2026-04-07T21:19:59.999000+00:00,1,60.2,3.2453,0.6433,0.4309,21,-0.4894,0.0609,-0.8405,-2.3487,4,0,0,1,1,1,1,4.8268,vol_trail,42,4.8268,1.2067,False
8aa3ad17-4844-4e69-a13d-772bcddeb7e7,ZECUSDT,2026-04-07T21:34:59.999000+00:00,5,76.4,3.7632,1.5044,0.9579,21,33.0535,-0.7316,0.8864,2.2771,6,1,1,1,1,1,1,1.5158,vol_trail,1,1.5158,0.37895,False
922cb447-30c7-4809-bd2a-60bbdf97225b,DOTUSDT,2026-04-07T21:39:59.999000+00:00,5,76.5,1.4702,1.663,0.4634,21,6.3107,-0.418,0.7171,1.7192,4,1,0,0,1,1,1,2.1854,vol_trail,12,2.1854,0.54635,False
7d059ac2-33e2-4d8c-ba06-ac258b35ad19,ZECUSDT,2026-04-08T18:34:59.999000+00:00,2,70.2,-0.0206,1.057,0.58,18,37.9578,-0.2379,-1.9773,2.7527,4,0,1,0,1,1,1,-1.0,stop_loss,4,-1.0,-0.25,False
e659fe5e-776b-4f58-9b9f-4f11fcab2a53,DOTUSDT,2026-04-09T15:14:59.999000+00:00,7,79.4,1.5114,1.824,0.3852,15,3.6712,-0.626,0.2385,1.4548,4,1,0,0,1,1,1,0.5471,vol_trail,4,0.5471,0.136775,False
22edbd00-e0d2-42a0-8651-6a0f9b60b684,DOTUSDT,2026-04-09T19:04:59.999000+00:00,2,67.9,1.192,1.824,0.3977,19,3.6712,-0.626,-0.0773,2.0702,4,0,1,0,1,1,1,3.3278,vol_trail,39,3.3278,0.83195,False
993cc78d-3ff8-4505-9f10-3e5d90fa90fd,DASHUSDT,2026-04-10T21:54:59.999000+00:00,1,62.3,-0.2568,1.4211,0.8925,21,50.1644,-0.3149,-0.1983,2.7074,4,0,1,0,1,1,1,1.0049,vol_trail,32,1.0049,0.251225,False
faa81b46-12b9-41b5-a5be-58655909ee12,TONUSDT,2026-04-11T16:54:59.999000+00:00,1,62.1,-0.5817,1.6451,0.4385,16,17.7776,-0.0784,-0.4431,2.1267,4,0,1,0,1,1,1,4.7153,vol_trail,36,4.7153,1.178825,False
c260b299-b31f-449b-9e9c-b411689b752e,DASHUSDT,2026-04-11T18:29:59.999000+00:00,5,75.5,1.2332,0.5178,0.5524,18,53.964,-0.2587,0.706,0.4944,4,1,0,0,1,1,1,-1.0,stop_loss,3,-1.0,-0.25,False
3757cf31-a7df-4367-a2d1-671f531d4588,NMRUSDT,2026-04-11T20:44:59.999000+00:00,1,57.8,-0.3745,1.1507,0.528,20,9.2263,0.8011,-1.306,2.3367,4,0,1,0,1,1,1,-1.0,stop_loss,65,-1.0,-0.25,False
3289de2e-3961-46bf-9c1e-9aa09319b0b5,TONUSDT,2026-04-12T14:24:59.999000+00:00,1,53.8,-0.4396,0.883,0.4849,14,16.1945,0.0671,-1.287,2.2559,4,0,1,0,1,1,1,-1.0,stop_loss,28,-1.0,-0.25,False
8c95ed88-39e5-46b1-a3d3-9dcb281fe5f1,ENAUSDT,2026-04-13T14:34:59.999000+00:00,1,56.0,0.549,1.073,0.8531,14,14.6136,-0.344,-1.2911,2.0161,4,0,1,0,1,1,1,0.0065,vol_trail,7,0.0065,0.001625,False
6471f56f-c5a4-4e74-9291-349772cecd41,RENDERUSDT,2026-04-13T15:09:59.999000+00:00,1,59.9,4.3706,0.3619,0.4845,15,-3.954,0.1825,-0.6789,-1.6385,4,0,0,1,1,1,1,-1.0,stop_loss,5,-1.0,-0.25,False
7378f140-55bf-40a2-8d46-6f79bfcc7529,CHZUSDT,2026-04-13T16:59:59.999000+00:00,9,83.0,3.4286,0.1022,0.3961,16,-1.4081,0.5798,0.082,1.1195,5,1,0,1,1,1,1,0.7172,vol_trail,8,0.7172,0.1793,False
a1fc6bff-b20a-4597-8288-5b4056ec74ea,DOTUSDT,2026-04-13T18:19:59.999000+00:00,1,54.2,-1.3207,1.031,0.46,18,-3.236,0.63,-0.4219,2.3507,4,0,1,0,1,1,1,0.4053,vol_trail,23,0.4053,0.101325,False
6147e45c-afbc-4ec7-8f55-26fab281b0eb,ENAUSDT,2026-04-13T18:34:59.999000+00:00,8,81.9,3.0722,1.073,0.5944,18,14.6136,-0.344,-1.1057,3.0781,5,0,1,1,1,1,1,0.2766,vol_trail,8,0.2766,0.06915,False
ef8c6292-ee31-4aea-99a2-a19cc42b7349,CHZUSDT,2026-04-13T21:19:59.999000+00:00,1,60.9,-0.6903,0.1022,0.28,21,-1.4081,0.5798,-0.9169,2.1376,4,0,1,0,1,1,1,1.0944,vol_trail,34,1.0944,0.2736,False
ad4cdb29-164c-4f14-acfb-f36644fbfc32,APTUSDT,2026-04-13T21:34:59.999000+00:00,1,62.2,-0.8323,0.3688,0.3221,21,5.0668,-0.3922,-1.2264,2.1622,4,0,1,0,1,1,1,1.9688,vol_trail,39,1.9688,0.4922,False
230cdf5a-8925-4d09-9f0b-2a3f617f4050,ENAUSDT,2026-04-14T21:34:59.999000+00:00,2,67.1,-0.3701,0.3633,0.2863,21,6.427,0.8882,-1.2539,2.239,4,0,1,0,1,1,1,3.0984,vol_trail,61,3.0984,0.7746,False
40cc6a11-a468-4e1e-b10d-95d6e3305269,ENAUSDT,2026-04-15T16:14:59.999000+00:00,1,59.1,0.2718,0.3214,0.517,16,5.0688,0.4421,-1.1005,2.2677,4,0,1,0,1,1,1,1.292,vol_trail,47,1.292,0.323,False
e5f004e2-957b-4ab7-8863-d0154ac7b6a7,WLDUSDT,2026-04-15T16:39:59.999000+00:00,2,69.1,3.2934,0.5556,0.4362,16,9.4401,-0.574,0.0664,-0.7642,5,1,0,1,1,1,1,0.3065,vol_trail,57,0.3065,0.076625,False
499e359a-0d4a-4039-ae62-15ba06bcb012,ETHUSDT,2026-04-15T17:29:59.999000+00:00,9,84.4,3.3367,0.7096,0.2726,17,5.1237,-0.5978,0.0881,1.3616,4,1,0,1,0,1,1,0.6072,vol_trail,23,0.6072,0.1518,False
540c894e-7d7c-4f7f-b6b5-55b749a5f386,SOLUSDT,2026-04-16T18:19:59.999000+00:00,9,85.0,4.2913,1.7958,0.4179,18,4.8769,-0.644,0.3785,1.4107,5,1,0,1,1,1,1,0.6227,vol_trail,6,0.6227,0.155675,False
66c65f4f-239c-4856-9462-98242f875b76,XLMUSDT,2026-04-16T18:19:59.999000+00:00,1,59.7,-0.1173,1.2637,0.4236,18,10.243,-0.9526,-0.2412,2.0539,4,0,1,0,1,1,1,1.1087,vol_trail,25,1.1087,0.277175,False
d0582e5f-4207-4049-89f2-d5bb5807948a,ADAUSDT,2026-04-16T18:44:59.999000+00:00,6,77.2,2.3417,1.1252,0.4435,18,3.8492,-0.6283,0.3114,1.1567,4,1,0,0,1,1,1,0.52,vol_trail,17,0.52,0.13,False
155b9227-81e2-4b4d-b1b0-f85e60928472,ENAUSDT,2026-04-16T18:44:59.999000+00:00,5,75.5,2.4747,1.6156,0.7901,18,18.2083,-0.8899,0.3892,0.7779,4,1,0,0,1,1,1,1.9154,decay,15,1.9154,0.47885,False
b6b240c5-a534-447e-a216-36b62e1a8a83,PENDLEUSDT,2026-04-16T18:49:59.999000+00:00,5,75.8,1.5266,1.2614,0.6649,18,13.3393,-0.5032,0.7262,1.1346,4,1,0,0,1,1,1,1.0887,vol_trail,20,1.0887,0.272175,False
32a76d5f-59fd-41df-906a-8557941a1976,ARBUSDT,2026-04-16T18:49:59.999000+00:00,9,82.8,0.7131,1.4132,0.6754,18,11.5052,-0.942,0.3162,1.0454,4,1,0,0,1,1,1,2.305,vol_trail,18,2.305,0.57625,False
b7629dca-fded-4ed3-af49-ac6725906aec,DOTUSDT,2026-04-16T21:49:59.999000+00:00,1,55.3,-1.1251,1.1324,0.4334,21,3.2659,-0.6361,-1.3304,2.7052,4,0,1,0,1,1,1,-1.0,stop_loss,6,-1.0,-0.25,False
d47fa0a8-cd15-4603-985b-e2a140842b01,ENAUSDT,2026-04-17T16:39:59.999000+00:00,7,80.6,3.6446,2.2925,0.7715,16,37.124,-0.6819,0.9456,0.2462,5,1,0,1,1,1,1,2.8454,vol_trail,47,2.8454,0.71135,False
87698fce-1b59-46d4-ac6c-5294ecbd5022,ARBUSDT,2026-04-17T19:19:59.999000+00:00,2,68.5,-0.1472,0.8557,0.4869,19,18.395,-0.3312,-1.476,2.3813,4,0,1,0,1,1,1,-1.0,stop_loss,28,-1.0,-0.25,False
11087f03-89b6-4c5d-bc63-e24306428d1c,FILUSDT,2026-04-18T15:24:59.999000+00:00,1,56.6,-0.8778,1.2933,0.3054,15,2.3939,0.9934,-0.6218,2.1834,4,0,1,0,1,1,1,-1.0,stop_loss,11,-1.0,-0.25,False
d2c74374-021d-4158-987f-f1a7d06408fc,1000PEPEUSDT,2026-04-18T21:29:59.999000+00:00,7,78.9,0.6191,0.7472,0.2187,21,0.6051,0.935,-0.3013,2.403,4,0,1,0,1,1,1,-1.0,stop_loss,26,-1.0,-0.25,False
b35cf8ce-3ea4-4eea-a991-3bd136fcead1,PENDLEUSDT,2026-04-18T21:39:59.999000+00:00,1,61.9,-0.5492,0.6044,0.4015,21,22.7486,0.2268,-1.0193,2.4409,4,0,1,0,1,1,1,-1.0,stop_loss,27,-1.0,-0.25,False
a5de6402-cc87-4bec-b89e-faee10b0d6f5,ETHUSDT,2026-04-20T17:19:59.999000+00:00,9,84.1,1.4233,1.1819,0.2803,17,-1.962,-0.4873,-0.2691,2.4996,4,0,1,0,1,1,1,0.0035,vol_trail,9,0.0035,0.000875,False
4ded91d1-c433-4465-8990-3a185690ad8c,TONUSDT,2026-04-20T18:49:59.999000+00:00,1,56.6,-0.5411,0.2858,0.1803,18,-4.1747,-0.3269,0.0526,2.1022,4,1,1,0,1,0,1,0.044,vol_trail,8,0.044,0.011,False
64c1a9f4-668b-47d5-959d-0cb8d6bb40d1,CHZUSDT,2026-04-20T18:59:59.999000+00:00,1,65.0,3.2766,1.0061,0.8064,18,10.4474,-0.3302,-0.9512,-0.6978,4,0,0,1,1,1,1,0.3009,vol_trail,38,0.3009,0.075225,False
59ed6801-150d-4f04-a08e-8fe8037efaa2,ADAUSDT,2026-04-21T20:09:59.999000+00:00,8,82.4,4.4812,0.4101,0.3939,20,-3.5907,0.7406,-1.083,0.82,4,0,0,1,1,1,1,0.1324,vol_trail,26,0.1324,0.0331,False
4707acfc-254b-4e1d-ba51-6cff256356d4,RUNEUSDT,2026-04-21T21:39:59.999000+00:00,1,60.5,0.5773,1.0708,0.5239,21,9.2385,0.2889,-0.1081,2.4257,4,0,1,0,1,1,1,-1.0,stop_loss,7,-1.0,-0.25,False
4fdead2e-1f16-4470-ac18-400e263c9f26,CHZUSDT,2026-04-22T18:34:59.999000+00:00,2,69.3,1.0551,0.2489,0.401,18,13.8231,0.0266,-0.5708,2.0055,4,0,1,0,1,1,1,-1.0,stop_loss,13,-1.0,-0.25,False
029dc17e-2707-4367-a891-af4d6980a52e,1000LUNCUSDT,2026-04-27T19:34:59.999000+00:00,1,66.2,-0.3012,4.6293,0.8971,19,48.7326,-0.1894,-1.225,2.1024,4,0,1,0,1,1,1,0.5245,vol_trail,29,0.5245,0.131125,False
3de4f323-d88c-4884-85e2-9b9b8e056d5d,WLDUSDT,2026-04-27T20:04:59.999000+00:00,1,64.0,-0.1281,1.2869,0.237,20,-3.4208,0.9196,-1.4573,2.516,4,0,1,0,1,1,1,1.7928,vol_trail,77,1.7928,0.4482,False
736dada9-b925-4a69-93cf-d2e25d085f84,1000LUNCUSDT,2026-04-28T17:29:59.999000+00:00,1,63.4,-0.7012,4.2104,0.6219,17,23.795,-0.0598,-1.5975,2.623,4,0,1,0,1,1,1,-1.0,stop_loss,20,-1.0,-0.25,False
1bb8a121-e739-4bd4-8f01-61b39236ede2,ETHUSDT,2026-04-28T19:44:59.999000+00:00,2,67.8,0.4799,0.4056,0.1412,19,-1.742,0.2902,0.0322,2.6007,4,1,1,0,1,0,1,-1.0,stop_loss,18,-1.0,-0.25,False
