uuid,symbol,side,entry_time,exit_time,entry_price,exit_price,quantity,leverage,stop_dist,pnl_usd,pnl_r,fees,hold,exit_reason,tp1,equity_after,conf,conf_count,mae,mfe,aggression_score,aggression_decile,sector,regime_score,label
3e505d69-924b-4f41-a203-4b49453e2ffa,SOLUSDT,LONG,2026-04-17T13:14:59.999000+00:00,2026-04-17T16:59:59.999000+00:00,89.777952,90.371922,353.041283,3,0.981915,195.3387,0.6233,28.6202,45,expansion_decay,0,12902.57,"{'breakout': True, 'imb': False, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-0.9654,0.9492,0.8206,8,OTHER,1.0,agg_correlation
ad8e3c96-de47-45f9-886f-ff1e0586cf3e,ENAUSDT,LONG,2026-04-17T16:24:59.999000+00:00,2026-04-17T17:04:59.999000+00:00,0.119714,0.121746,85841.255956,1,0.002222,169.7015,0.9252,9.3272,8,expansion_decay,0,13072.27,"{'breakout': True, 'imb': False, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-0.0063,1.5912,0.8501,10,OTHER,1.0,agg_correlation
dd1efecd-e142-4b73-b14d-8aca9dd59a18,XLMUSDT,LONG,2026-04-17T16:54:59.999000+00:00,2026-04-17T17:24:59.999000+00:00,0.176425,0.174567,68438.50952,1,0.001823,-132.5252,-1.0,10.9128,6,stop_loss,0,12939.75,"{'breakout': True, 'imb': False, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-1.0561,0.3866,0.6726,1,L1,1.0,agg_correlation
7cc73be6-e979-4209-91cc-46df366135cc,ARBUSDT,LONG,2026-04-17T19:19:59.999000+00:00,2026-04-17T21:39:59.999000+00:00,0.133527,0.131797,227859.856264,3,0.001704,-407.7138,-1.0,27.2054,28,stop_loss,0,12511.2,"{'breakout': False, 'imb': True, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-1.0135,0.1604,0.7988,7,L2,1.0,agg_correlation
f3843564-49b1-4d57-9bd5-089a245dd9c6,ENAUSDT,LONG,2026-04-17T21:19:59.999000+00:00,2026-04-17T22:04:59.999000+00:00,0.133347,0.130063,119021.592628,2,0.003258,-397.8444,-1.0,14.1081,9,stop_loss,0,12113.35,"{'breakout': True, 'imb': False, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-1.1254,1.0262,0.8044,7,OTHER,1.0,agg_correlation
22d11b27-2bbc-4252-8685-d1daac58db25,PENDLEUSDT,LONG,2026-04-17T22:34:59.999000+00:00,2026-04-17T23:24:59.999000+00:00,1.465293,1.435501,12316.746665,2,0.029505,-374.8938,-1.0,16.0778,10,stop_loss,0,11704.62,"{'breakout': True, 'imb': False, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-1.203,0.468,0.8042,7,DEFI,1.0,agg_correlation
7b9359c3-92a5-4af3-b007-8cce31bea53b,BNBUSDT,LONG,2026-04-17T22:34:59.999000+00:00,2026-04-17T23:39:59.999000+00:00,644.508876,642.333011,88.688515,5,2.047373,-218.6097,-1.0,51.3576,13,stop_loss,0,11486.01,"{'breakout': True, 'imb': True, 'vol': True, 'body': True, 'impulse': False, 'momentum': True}",5,-1.1424,0.3327,0.8451,10,OTHER,1.0,agg_correlation
70cb626a-932c-44fc-a177-9605b2e5de0b,XLMUSDT,LONG,2026-04-18T04:09:59.999000+00:00,2026-04-18T04:24:59.999000+00:00,0.175955,0.174359,147172.004111,3,0.001561,-246.4007,-1.0,23.2004,3,stop_loss,0,11227.95,"{'breakout': True, 'imb': False, 'vol': True, 'body': True, 'impulse': True, 'momentum': True}",5,-1.3423,0.1825,0.7647,5,L1,1.0,agg_correlation
a2ed4848-f82e-40db-8f80-a191d9b672ee,XLMUSDT,LONG,2026-04-18T23:04:59.999000+00:00,2026-04-18T23:39:59.999000+00:00,0.171214,0.170332,264661.461921,5,0.000848,-253.863,-1.0,40.6773,7,stop_loss,0,10953.7,"{'breakout': True, 'imb': False, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-1.0421,0.4075,0.769,5,L1,1.0,agg_correlation
a24c50c4-a146-477c-b78b-dde5f81ded8a,CHZUSDT,LONG,2026-04-20T00:59:59.999000+00:00,2026-04-20T04:14:59.999000+00:00,0.042018,0.043377,478502.02843,2,0.000687,662.7995,1.9904,13.7177,39,vol_trail,1,11258.26,"{'breakout': True, 'imb': False, 'vol': True, 'body': False, 'impulse': True, 'momentum': True}",4,-0.8131,2.9292,0.8057,7,OTHER,1.0,agg_correlation
7d73f6ac-6294-4a1a-8c76-ae589adb0755,FILUSDT,LONG,2026-04-20T03:34:59.999000+00:00,2026-04-20T05:09:59.999000+00:00,0.920184,0.913219,16136.606944,2,0.006782,-119.0257,-1.0,13.3132,19,stop_loss,0,11125.65,"{'breakout': False, 'imb': True, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-1.3541,0.7101,0.6657,1,OTHER,1.0,agg_correlation
5a6c80b6-116f-48c9-85e5-7acabbfe0f60,1000PEPEUSDT,LONG,2026-04-20T04:49:59.999000+00:00,2026-04-20T05:09:59.999000+00:00,0.003728,0.003699,8097415.656675,3,2.8e-05,-244.6354,-1.0,27.0611,4,stop_loss,0,10881.01,"{'breakout': True, 'imb': False, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-1.0158,0.3616,0.7395,4,MEME,1.0,agg_correlation
9c27c314-bade-4715-b292-df04ffdcb940,ADAUSDT,LONG,2026-04-20T06:34:59.999000+00:00,2026-04-20T07:19:59.999000+00:00,0.245149,0.246051,69679.800617,2,0.001562,55.1193,0.609,15.402,9,expansion_decay,0,10928.45,"{'breakout': False, 'imb': True, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-0.1595,1.1213,0.6313,1,L1,1.0,agg_correlation
b35bb965-02af-455c-a65c-a8cee3ecc1c1,ETHUSDT,LONG,2026-04-20T07:24:59.999000+00:00,2026-04-20T07:39:59.999000+00:00,2323.134534,2298.340147,6.731169,2,24.334627,-173.857,-1.0,13.9986,3,stop_loss,0,10739.14,"{'breakout': True, 'imb': False, 'vol': True, 'body': True, 'impulse': True, 'momentum': True}",5,-1.2568,0.1321,0.8334,9,OTHER,1.0,agg_correlation
e902c1e4-0cfa-488f-922a-5b809989c827,FILUSDT,LONG,2026-04-20T07:24:59.999000+00:00,2026-04-20T07:54:59.999000+00:00,0.929186,0.918139,20119.802059,2,0.010863,-230.577,-1.0,16.7255,6,stop_loss,0,10508.56,"{'breakout': True, 'imb': False, 'vol': True, 'body': False, 'impulse': True, 'momentum': True}",4,-1.0297,0.167,0.7324,3,OTHER,1.0,agg_correlation
25096f0d-8012-418f-b293-0ea27bcb8130,1000PEPEUSDT,LONG,2026-04-20T07:59:59.999000+00:00,2026-04-20T10:44:59.999000+00:00,0.003748,0.003772,2243165.471341,1,4.7e-05,51.141,0.539,7.5907,33,expansion_decay,0,10552.7,"{'breakout': False, 'imb': True, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-0.5048,0.9019,0.6411,1,MEME,1.0,agg_correlation
f5db63dd-cde3-4a98-9b6e-4d7cc772e2b8,TONUSDT,LONG,2026-04-20T12:24:59.999000+00:00,2026-04-20T13:09:59.999000+00:00,1.306661,1.308513,15107.819557,2,0.006985,19.077,0.3026,17.7793,9,vol_trail,0,10562.9,"{'breakout': True, 'imb': False, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-0.4955,1.4658,0.6491,1,L1,1.0,agg_correlation
b57b5f09-cfd6-4b47-bced-a75b4905de70,CHZUSDT,LONG,2026-04-20T10:24:59.999000+00:00,2026-04-20T13:54:59.999000+00:00,0.044539,0.043549,160595.1628,1,0.000981,-162.1179,-1.0,6.3659,42,stop_loss,0,10400.78,"{'breakout': True, 'imb': False, 'vol': True, 'body': True, 'impulse': True, 'momentum': True}",5,-1.3238,0.684,0.839,9,OTHER,1.0,agg_correlation
a259ef9d-2401-4ca6-ae91-ad0609db8a4d,ADAUSDT,LONG,2026-04-20T14:24:59.999000+00:00,2026-04-20T14:44:59.999000+00:00,0.24905,0.24691,49765.342996,2,0.00209,-111.9952,-1.0,11.1067,4,stop_loss,0,10283.2,"{'breakout': True, 'imb': False, 'vol': False, 'body': True, 'impulse': True, 'momentum': True}",4,-1.0286,0.0719,0.7054,2,L1,1.0,agg_correlation
